"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price"
"IndiGo","06/06/2019","Kolkata","Banglore","CCU → BLR","09:35 AM","12:10 PM","2h 35m","non-stop","No info",59
"Multiple carriers","06/06/2019","Delhi","Cochin","DEL → BOM → COK","10:20 AM","09:00 PM","10h 40m","1 stop","No info",85
"Multiple carriers","06/15/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","09:00 PM","13h 55m","1 stop","No info",166
"Jet Airways","05/12/2019","Mumbai","Hyderabad","BOM → HYD","07:05 AM","08:30 AM","1h 25m","non-stop","In-flight meal not included",49
"IndiGo","03/21/2019","Kolkata","Banglore","CCU → BLR","09:35 AM","12:20 PM","2h 45m","non-stop","No info",51
"IndiGo","05/01/2019","Chennai","Kolkata","MAA → CCU","05:15 AM","07:40 AM","2h 25m","non-stop","No info",47
"IndiGo","04/27/2019","Banglore","Delhi","BLR → DEL","01:30 AM","04:15 AM","2h 45m","non-stop","No info",56
"Jet Airways","06/18/2019","Banglore","Delhi","BLR → DEL","05:45 PM","08:45 PM","3h","non-stop","No info",98
"IndiGo","05/18/2019","Kolkata","Banglore","CCU → BLR","03:15 PM","05:45 PM","2h 30m","non-stop","No info",59
"Jet Airways","05/18/2019","Kolkata","Banglore","CCU → BOM → BLR","05:45 AM","08:15 AM","26h 30m","1 stop","No info",170
"IndiGo","05/21/2019","Delhi","Cochin","DEL → BOM → COK","06:40 AM","09:00 PM","14h 20m","1 stop","No info",85
"Air India","05/12/2019","Kolkata","Banglore","CCU → GAU → IMF → DEL → BLR","09:50 AM","11:15 PM","13h 25m","3 stops","No info",171
"Jet Airways","03/12/2019","Banglore","New Delhi","BLR → BOM → DEL","10:55 PM","07:40 AM","8h 45m","1 stop","In-flight meal not included",135
"IndiGo","03/09/2019","Delhi","Cochin","DEL → HYD → COK","06:40 AM","12:00 PM","5h 20m","1 stop","No info",69
"IndiGo","05/21/2019","Delhi","Cochin","DEL → PNQ → COK","11:30 PM","04:35 AM","5h 5m","1 stop","No info",107
"Jet Airways","06/01/2019","Banglore","Delhi","BLR → DEL","06:00 AM","08:45 AM","2h 45m","non-stop","No info",98
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → COK","11:00 AM","02:15 PM","3h 15m","non-stop","In-flight meal not included",88
"Jet Airways","03/21/2019","Delhi","Cochin","DEL → BOM → COK","04:00 PM","06:50 PM","26h 50m","1 stop","In-flight meal not included",73
"Multiple carriers","06/06/2019","Delhi","Cochin","DEL → HYD → COK","09:45 AM","10:30 PM","12h 45m","1 stop","No info",118
"Air India","06/21/2019","Mumbai","Hyderabad","BOM → HYD","01:55 PM","03:25 PM","1h 30m","non-stop","No info",38
"IndiGo","03/09/2019","Kolkata","Banglore","CCU → BLR","03:20 PM","05:55 PM","2h 35m","non-stop","No info",51
"IndiGo","05/01/2019","Banglore","Delhi","BLR → DEL","06:25 PM","09:20 PM","2h 55m","non-stop","No info",59
"SpiceJet","04/06/2019","Kolkata","Banglore","CCU → BLR","05:10 PM","07:40 PM","2h 30m","non-stop","No check-in baggage included",47
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → JAI → BOM → COK","09:40 AM","07:00 PM","9h 20m","2 stops","No info",159
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → BOM → COK","02:15 AM","04:25 AM","26h 10m","1 stop","In-flight meal not included",125
"Air India","03/27/2019","Mumbai","Hyderabad","BOM → HYD","09:05 PM","10:25 PM","1h 20m","non-stop","No info",31
"Jet Airways","03/06/2019","Banglore","New Delhi","BLR → BOM → DEL","08:00 AM","03:15 PM","7h 15m","1 stop","No info",235
"IndiGo","04/06/2019","Kolkata","Banglore","CCU → BLR","08:20 PM","10:55 PM","2h 35m","non-stop","No info",51
"GoAir","06/06/2019","Delhi","Cochin","DEL → BOM → COK","02:25 PM","07:35 PM","5h 10m","1 stop","No info",96
"Air India","03/21/2019","Delhi","Cochin","DEL → BOM → COK","01:00 PM","07:15 PM","6h 15m","1 stop","No info",97
"Jet Airways","03/21/2019","Delhi","Cochin","DEL → BDQ → BOM → COK","10:45 AM","06:50 PM","8h 5m","2 stops","No info",139
"IndiGo","06/27/2019","Delhi","Cochin","DEL → HYD → COK","06:50 AM","04:10 PM","9h 20m","1 stop","No info",79
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → BOM → COK","08:55 PM","04:25 AM","7h 30m","1 stop","In-flight meal not included",125
"Multiple carriers","03/27/2019","Delhi","Cochin","DEL → BOM → COK","11:30 AM","07:15 PM","7h 45m","1 stop","No info",82
"Vistara","06/09/2019","Banglore","Delhi","BLR → DEL","09:45 AM","12:35 PM","2h 50m","non-stop","No info",57
"IndiGo","04/21/2019","Delhi","Cochin","DEL → BLR → COK","02:00 AM","07:45 AM","5h 45m","1 stop","No info",76
"Multiple carriers","06/15/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","07:15 PM","12h 10m","1 stop","No info",197
"IndiGo","03/06/2019","Delhi","Cochin","DEL → BOM → COK","06:40 AM","01:20 PM","6h 40m","1 stop","No info",181
"Air Asia","04/09/2019","Banglore","Delhi","BLR → DEL","11:55 PM","02:45 AM","2h 50m","non-stop","No info",55
"Jet Airways","05/12/2019","Kolkata","Banglore","CCU → DEL → BLR","08:25 PM","11:35 PM","27h 10m","1 stop","In-flight meal not included",98
"SpiceJet","06/09/2019","Kolkata","Banglore","CCU → IXB → BLR","11:15 AM","06:30 PM","7h 15m","1 stop","No info",121
"IndiGo","05/21/2019","Delhi","Cochin","DEL → BLR → COK","03:10 PM","08:50 PM","5h 40m","1 stop","No info",74
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → BOM → COK","10:50 PM","12:35 PM","13h 45m","1 stop","In-flight meal not included",125
"Jet Airways","06/09/2019","Kolkata","Banglore","CCU → BOM → BLR","09:10 PM","06:15 PM","21h 5m","1 stop","In-flight meal not included",132
"Jet Airways","05/15/2019","Kolkata","Banglore","CCU → BOM → BLR","04:30 PM","11:35 PM","7h 5m","1 stop","In-flight meal not included",105
"IndiGo","05/27/2019","Delhi","Cochin","DEL → COK","02:25 PM","05:40 PM","3h 15m","non-stop","No info",73
"IndiGo","04/18/2019","Banglore","Delhi","BLR → DEL","01:00 PM","03:50 PM","2h 50m","non-stop","No info",61
"Jet Airways","05/12/2019","Kolkata","Banglore","CCU → BOM → BLR","09:10 PM","04:20 PM","19h 10m","1 stop","In-flight meal not included",132
"Multiple carriers","06/06/2019","Delhi","Cochin","DEL → BOM → COK","11:30 AM","01:30 AM","14h","1 stop","No info",163
"Air India","06/09/2019","Delhi","Cochin","DEL → JAI → BOM → COK","06:45 PM","07:15 PM","24h 30m","2 stops","No info",150
"IndiGo","05/27/2019","Kolkata","Banglore","CCU → BLR","05:15 PM","07:50 PM","2h 35m","non-stop","No info",59
"Vistara","03/09/2019","Banglore","New Delhi","BLR → AMD → DEL","06:40 AM","09:55 PM","15h 15m","1 stop","No info",122
"IndiGo","05/01/2019","Chennai","Kolkata","MAA → CCU","07:35 PM","09:55 PM","2h 20m","non-stop","No info",44
"IndiGo","05/06/2019","Banglore","Delhi","BLR → DEL","10:10 PM","01:00 AM","2h 50m","non-stop","No info",42
"Jet Airways","05/27/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","07:00 PM","11h 55m","1 stop","No info",199
"Jet Airways","05/18/2019","Kolkata","Banglore","CCU → BOM → BLR","04:30 PM","12:00 PM","19h 30m","1 stop","In-flight meal not included",132
"Multiple carriers","06/01/2019","Delhi","Cochin","DEL → BOM → COK","10:20 AM","07:15 PM","8h 55m","1 stop","No info",116
"Jet Airways","04/01/2019","Kolkata","Banglore","CCU → BOM → BLR","09:10 PM","09:20 AM","12h 10m","1 stop","In-flight meal not included",108
"Air India","05/06/2019","Banglore","Delhi","BLR → DEL","06:10 AM","08:55 AM","2h 45m","non-stop","No info",75
"Jet Airways","03/21/2019","Delhi","Cochin","DEL → BDQ → BOM → COK","06:25 PM","06:50 PM","24h 25m","2 stops","No info",151
"Vistara","04/18/2019","Banglore","Delhi","BLR → DEL","09:00 PM","11:50 PM","2h 50m","non-stop","No info",68
"Jet Airways","03/03/2019","Delhi","Cochin","DEL → BOM → COK","11:05 PM","06:50 PM","19h 45m","1 stop","No info",223
"Multiple carriers","05/21/2019","Delhi","Cochin","DEL → BOM → COK","10:00 AM","07:15 PM","9h 15m","1 stop","No info",181
"Jet Airways","05/15/2019","Mumbai","Hyderabad","BOM → HYD","10:20 AM","11:50 AM","1h 30m","non-stop","In-flight meal not included",61
"IndiGo","06/06/2019","Banglore","Delhi","BLR → DEL","11:30 PM","02:20 AM","2h 50m","non-stop","No info",56
"IndiGo","03/18/2019","Kolkata","Banglore","CCU → BLR","08:25 PM","11:05 PM","2h 40m","non-stop","No info",54
"Jet Airways","05/21/2019","Delhi","Cochin","DEL → BOM → COK","10:50 PM","07:00 PM","20h 10m","1 stop","In-flight meal not included",157
"Jet Airways","03/27/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","06:50 PM","9h 50m","1 stop","No info",147
"Jet Airways","05/09/2019","Delhi","Cochin","DEL → JAI → BOM → COK","09:40 AM","04:25 AM","18h 45m","2 stops","In-flight meal not included",159
"SpiceJet","06/03/2019","Chennai","Kolkata","MAA → CCU","05:45 PM","08:05 PM","2h 20m","non-stop","No check-in baggage included",43
"Air India","03/03/2019","Banglore","New Delhi","BLR → DEL","06:10 AM","08:55 AM","2h 45m","non-stop","No info",108
"Jet Airways","06/06/2019","Delhi","Cochin","DEL → BOM → COK","10:50 PM","04:25 AM","5h 35m","1 stop","No info",179
"SpiceJet","04/24/2019","Kolkata","Banglore","CCU → BLR","06:55 AM","09:30 AM","2h 35m","non-stop","No check-in baggage included",47
"Multiple carriers","03/21/2019","Delhi","Cochin","DEL → BOM → COK","11:40 AM","07:15 PM","7h 35m","1 stop","No info",92
"Multiple carriers","03/27/2019","Delhi","Cochin","DEL → BOM → COK","06:00 AM","01:20 PM","7h 20m","1 stop","No info",96
"Jet Airways","05/09/2019","Kolkata","Banglore","CCU → BOM → BLR","06:30 AM","12:00 PM","5h 30m","1 stop","In-flight meal not included",118
"Jet Airways","05/06/2019","Mumbai","Hyderabad","BOM → HYD","02:55 AM","04:20 AM","1h 25m","non-stop","No info",69
"IndiGo","05/18/2019","Banglore","Delhi","BLR → DEL","01:30 AM","04:15 AM","2h 45m","non-stop","No info",71
"SpiceJet","04/09/2019","Kolkata","Banglore","CCU → BLR","09:00 AM","11:25 AM","2h 25m","non-stop","No check-in baggage included",47
"Air India","06/24/2019","Delhi","Cochin","DEL → BLR → COK","05:40 PM","11:00 PM","5h 20m","1 stop","No info",88
"Air India","05/18/2019","Kolkata","Banglore","CCU → BOM → HBX → BLR","09:25 AM","05:20 PM","31h 55m","2 stops","No info",166
"Multiple carriers","05/27/2019","Delhi","Cochin","DEL → IXU → BOM → COK","05:50 PM","01:30 AM","7h 40m","2 stops","No info",223
"Air India","05/15/2019","Kolkata","Banglore","CCU → BOM → COK → BLR","09:25 AM","01:45 PM","28h 20m","2 stops","No info",177
"Air India","05/06/2019","Kolkata","Banglore","CCU → IXR → BBI → BLR","05:50 AM","01:15 PM","7h 25m","2 stops","No info",93
"Air India","05/15/2019","Delhi","Cochin","DEL → GOI → BOM → COK","10:00 PM","07:15 PM","21h 15m","2 stops","No info",138
"Air India","05/21/2019","Kolkata","Banglore","CCU → HYD → BLR","07:00 PM","11:05 AM","16h 5m","1 stop","No info",75
"SpiceJet","04/06/2019","Banglore","Delhi","BLR → DEL","05:55 AM","08:35 AM","2h 40m","non-stop","No info",54
"Air India","06/06/2019","Kolkata","Banglore","CCU → BBI → BOM → BLR","12:00 PM","09:50 PM","9h 50m","2 stops","No info",115
"Air India","06/21/2019","Banglore","Delhi","BLR → DEL","10:00 AM","12:45 PM","2h 45m","non-stop","No info",85
"Jet Airways","06/01/2019","Delhi","Cochin","DEL → NAG → BOM → COK","06:45 AM","04:25 AM","21h 40m","2 stops","No info",163
"GoAir","03/24/2019","Banglore","New Delhi","BLR → DEL","07:45 AM","10:40 AM","2h 55m","non-stop","No info",52
"Multiple carriers","05/15/2019","Delhi","Cochin","DEL → BOM → COK","10:00 AM","09:00 PM","11h","1 stop","No info",167
"Jet Airways","05/18/2019","Kolkata","Banglore","CCU → DEL → BLR","05:00 PM","02:25 PM","21h 25m","1 stop","No info",159
"Air India","06/21/2019","Banglore","Delhi","BLR → DEL","01:20 PM","04:10 PM","2h 50m","non-stop","No info",85
"Jet Airways","04/01/2019","Kolkata","Banglore","CCU → BOM → BLR","06:55 PM","11:35 PM","28h 40m","1 stop","In-flight meal not included",86
"IndiGo","03/21/2019","Delhi","Cochin","DEL → BOM → COK","06:40 AM","09:00 PM","14h 20m","1 stop","No info",107
"Jet Airways","05/01/2019","Kolkata","Banglore","CCU → BOM → BLR","08:25 AM","04:40 AM","20h 15m","1 stop","No info",170
"Multiple carriers","06/24/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","07:15 PM","12h 10m","1 stop","No info",184
"Air Asia","06/27/2019","Delhi","Cochin","DEL → BLR → COK","08:45 PM","07:10 AM","10h 25m","1 stop","No info",79
"Jet Airways","06/06/2019","Delhi","Cochin","DEL → JAI → BOM → COK","05:30 AM","07:00 PM","13h 30m","2 stops","No info",159
"GoAir","03/03/2019","Delhi","Cochin","DEL → BOM → COK","02:10 PM","07:20 PM","5h 10m","1 stop","No info",278
"GoAir","04/27/2019","Delhi","Cochin","DEL → BOM → COK","10:35 AM","07:35 PM","9h","1 stop","No info",84
"Jet Airways","04/12/2019","Banglore","Delhi","BLR → DEL","11:10 AM","02:05 PM","2h 55m","non-stop","No info",88
"Multiple carriers","06/12/2019","Delhi","Cochin","DEL → BOM → COK","10:00 AM","09:00 PM","11h","1 stop","No info",166
"Air India","03/21/2019","Delhi","Cochin","DEL → JDH → BOM → COK","12:55 PM","07:15 PM","30h 20m","2 stops","No info",137
"Air Asia","05/01/2019","Banglore","Delhi","BLR → DEL","04:55 AM","07:45 AM","2h 50m","non-stop","No info",52
"Jet Airways","03/18/2019","Banglore","New Delhi","BLR → BOM → DEL","05:45 AM","10:25 AM","4h 40m","1 stop","No info",150
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","12:35 PM","27h 35m","1 stop","In-flight meal not included",125
"Vistara","05/21/2019","Delhi","Cochin","DEL → COK","06:00 AM","09:10 AM","3h 10m","non-stop","No info",82
"IndiGo","06/15/2019","Banglore","Delhi","BLR → DEL","10:30 AM","01:20 PM","2h 50m","non-stop","No info",48
"Air India","05/12/2019","Kolkata","Banglore","CCU → GAU → BLR","04:45 PM","09:05 PM","28h 20m","1 stop","No info",93
"Jet Airways","05/12/2019","Kolkata","Banglore","CCU → BOM → BLR","08:25 AM","08:15 AM","23h 50m","1 stop","In-flight meal not included",105
"Air India","03/27/2019","Delhi","Cochin","DEL → MAA → COK","08:40 PM","09:25 AM","12h 45m","1 stop","No info",62
"Jet Airways","06/24/2019","Delhi","Cochin","DEL → NAG → BOM → COK","02:35 PM","12:35 PM","22h","2 stops","No info",163
"IndiGo","05/15/2019","Delhi","Cochin","DEL → HYD → COK","06:50 AM","12:10 PM","5h 20m","1 stop","No info",65
"GoAir","04/09/2019","Banglore","Delhi","BLR → DEL","07:45 AM","10:40 AM","2h 55m","non-stop","No info",57
"Jet Airways","06/01/2019","Delhi","Cochin","DEL → JAI → BOM → COK","07:30 PM","04:25 AM","8h 55m","2 stops","No info",159
"IndiGo","03/01/2019","Banglore","New Delhi","BLR → DEL","09:20 PM","12:15 AM","2h 55m","non-stop","No info",154
"IndiGo","03/24/2019","Kolkata","Banglore","CCU → MAA → BLR","08:15 AM","01:00 PM","4h 45m","1 stop","No info",77
"Multiple carriers","03/09/2019","Delhi","Cochin","DEL → HYD → MAA → COK","01:15 PM","09:20 PM","8h 5m","2 stops","No info",141
"IndiGo","05/21/2019","Banglore","Delhi","BLR → DEL","08:30 AM","11:20 AM","2h 50m","non-stop","No info",59
"GoAir","04/21/2019","Delhi","Cochin","DEL → BOM → COK","10:35 AM","07:35 PM","9h","1 stop","No info",86
"SpiceJet","05/15/2019","Banglore","Delhi","BLR → DEL","09:30 AM","12:20 PM","2h 50m","non-stop","No info",54
"Air India","06/12/2019","Delhi","Cochin","DEL → HYD → MAA → COK","09:45 AM","09:25 AM","23h 40m","2 stops","No info",134
"SpiceJet","04/09/2019","Kolkata","Banglore","CCU → BLR","10:20 PM","12:40 AM","2h 20m","non-stop","No info",47
"Air Asia","04/24/2019","Kolkata","Banglore","CCU → BLR","07:55 PM","10:25 PM","2h 30m","non-stop","No info",50
"Jet Airways","03/18/2019","Banglore","New Delhi","BLR → BOM → DEL","04:55 PM","10:25 AM","17h 30m","1 stop","In-flight meal not included",135
"Multiple carriers","05/15/2019","Delhi","Cochin","DEL → BOM → COK","07:30 AM","07:00 PM","11h 30m","1 stop","No info",128
"Vistara","03/15/2019","Banglore","New Delhi","BLR → DEL","07:00 AM","09:40 AM","2h 40m","non-stop","No info",75
"Jet Airways","03/12/2019","Banglore","New Delhi","BLR → BOM → DEL","10:55 PM","03:15 PM","16h 20m","1 stop","No info",169
"Multiple carriers","06/27/2019","Delhi","Cochin","DEL → HYD → COK","07:10 AM","10:30 PM","15h 20m","1 stop","In-flight meal not included",74
"Jet Airways","03/24/2019","Mumbai","Hyderabad","BOM → HYD","07:10 AM","08:35 AM","1h 25m","non-stop","No info",69
"Air India","04/01/2019","Kolkata","Banglore","CCU → DEL → BLR","05:30 PM","08:55 AM","15h 25m","1 stop","No info",96
"Air India","05/01/2019","Banglore","Delhi","BLR → DEL","01:20 PM","04:10 PM","2h 50m","non-stop","No info",75
"Jet Airways","04/09/2019","Banglore","Delhi","BLR → DEL","05:45 PM","08:45 PM","3h","non-stop","In-flight meal not included",55
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → BOM → COK","02:15 AM","07:00 PM","16h 45m","1 stop","No info",179
"Jet Airways","05/18/2019","Kolkata","Banglore","CCU → BOM → BLR","02:05 PM","08:15 AM","18h 10m","1 stop","No info",176
"Multiple carriers","06/01/2019","Delhi","Cochin","DEL → BOM → COK","08:00 AM","07:15 PM","11h 15m","1 stop","No info",197
"Multiple carriers","06/03/2019","Delhi","Cochin","DEL → BOM → COK","07:00 AM","07:00 PM","12h","1 stop","No info",151
"Jet Airways","05/01/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","09:05 PM","11h 30m","1 stop","In-flight meal not included",151
"Air India","04/24/2019","Delhi","Cochin","DEL → COK","02:10 PM","05:10 PM","3h","non-stop","No info",74
"IndiGo","06/09/2019","Kolkata","Banglore","CCU → BBI → BLR","07:35 PM","11:15 PM","3h 40m","1 stop","No info",64
"IndiGo","06/24/2019","Kolkata","Banglore","CCU → BLR","04:40 AM","07:15 AM","2h 35m","non-stop","No info",59
"Air India","05/01/2019","Delhi","Cochin","DEL → GOI → BOM → COK","10:00 PM","07:15 PM","21h 15m","2 stops","No info",138
"Jet Airways","03/27/2019","Delhi","Cochin","DEL → BOM → COK","08:00 AM","06:50 PM","10h 50m","1 stop","In-flight meal not included",74
"Jet Airways","05/12/2019","Banglore","Delhi","BLR → DEL","07:10 AM","10:10 AM","3h","non-stop","No info",88
"IndiGo","06/12/2019","Delhi","Cochin","DEL → BOM → COK","09:15 AM","01:30 AM","16h 15m","1 stop","No info",81
"Jet Airways","03/06/2019","Banglore","New Delhi","BLR → BOM → DEL","02:05 PM","07:40 AM","17h 35m","1 stop","In-flight meal not included",165
"Multiple carriers","03/09/2019","Delhi","Cochin","DEL → BOM → COK","04:00 PM","01:35 AM","9h 35m","1 stop","In-flight meal not included",172
"GoAir","06/12/2019","Delhi","Cochin","DEL → BOM → COK","10:35 AM","07:35 PM","9h","1 stop","No info",60
"Jet Airways","05/27/2019","Delhi","Cochin","DEL → BOM → COK","02:15 AM","12:35 PM","10h 20m","1 stop","No info",200
"IndiGo","06/15/2019","Kolkata","Banglore","CCU → BLR","10:15 PM","12:50 AM","2h 35m","non-stop","No info",59
"Jet Airways","03/12/2019","Banglore","New Delhi","BLR → BOM → DEL","10:55 PM","04:10 PM","17h 15m","1 stop","No info",169
"Jet Airways","05/01/2019","Banglore","Delhi","BLR → DEL","03:15 PM","06:10 PM","2h 55m","non-stop","No info",88
"SpiceJet","06/03/2019","Chennai","Kolkata","MAA → CCU","09:45 AM","12:00 PM","2h 15m","non-stop","No check-in baggage included",47
